resource_id,url,google_type,prior_http_status,prior_reason,source_file,source_line_before_cleanup,project_title,resource_label,offline_match_status,offline_best_path,offline_best_sha256,future_sync_action,affected_items,removed_labels,public_results,source_occurrence_count
rpm-0054,https://drive.google.com/file/d/1p43NKMXVA652evycWRdIx2e-x1IdW8nI/view,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,9202,Paid social is the baseline now,Square,missing_artifact,Ref Docs/Work/Public Speaking/Images/Staff/square-collage.jpg,27ed996fdda1b2c944ba749e93852e39d03325feb1fac478e5bc55bdcb9210df,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,Paid social is the baseline now,Square,remaining links preserved,1
rpm-0055,https://drive.google.com/file/d/1pqQFuIER-maWqQ5CXzKLXVvhn5M_f2Xa/view?usp=sharing,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,2620,Meet the Team: Julia González | Meet the Team: Julia Gonz\u00e1lez,Square,missing_artifact,Ref Docs/Work/Public Speaking/Images/Staff/square-collage.jpg,27ed996fdda1b2c944ba749e93852e39d03325feb1fac478e5bc55bdcb9210df,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,Meet the Team: Julia González,Square,remaining links preserved,1
rpm-0056,https://drive.google.com/file/d/1qgL03Imx12h7wsQStcvBGhqp7Ir6LYu1/view,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,8595,LinkedIn audience is not one-size-fits-all,Square,missing_artifact,Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif,7e12e68e3b070870ba4d9300f2bd5220b909eacf9131237c3f41ffc00c9fbd46,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,LinkedIn audience is not one-size-fits-all,Square,remaining links preserved,1
rpm-0057,https://drive.google.com/file/d/1QS_xFPDfU1yWOZE7H7wAcykybgkyMow7/view,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,8427,Webinars pull strong attendance | Visuals matter (a lot),Landscape,missing_artifact,Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png,4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,Webinars pull strong attendance,Landscape,remaining links preserved,1
rpm-0058,https://drive.google.com/file/d/1QWJLgFNh3cESjjL1vzZn6CdULipFFW2Z/view?usp=sharing,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,2312,"Meet Raluca, Graphic Design Intern | Meet Pavel, Marketing Intern",Landscape,missing_artifact,Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png,4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,"Meet Raluca, Graphic Design Intern",Landscape,no public link available,1
rpm-0059,https://drive.google.com/file/d/1rbIEvgHPUmle0KHiKiU4nSyZ89L2IY8H/view?usp=sharing,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,2403,"Meet Rayane, Web Developer Intern | Meet Pavel, Video Production Intern",Landscape,missing_artifact,Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png,4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,"Meet Rayane, Web Developer Intern",Landscape,no public link available,1
rpm-0060,https://drive.google.com/file/d/1ryqRQRtgQlJd17BB4WxbgbsGOINAX0k6/view,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,8491,Facebook still reaches massive scale | Blogging fuels backlinks,Landscape,missing_artifact,Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png,4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,Facebook still reaches massive scale,Landscape,remaining links preserved,1
rpm-0061,https://drive.google.com/file/d/1sbwkP1JwJiz0QBiKcqfQJxovmcgBPrgH/view,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,9266,Make visuals part of the strategy,Square,missing_artifact,Ref Docs/Work/Public Speaking/Images/Staff/square-collage.jpg,27ed996fdda1b2c944ba749e93852e39d03325feb1fac478e5bc55bdcb9210df,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,Make visuals part of the strategy | Google searches an enormous web index,Square,remaining links preserved,2
rpm-0062,https://drive.google.com/file/d/1SKebgpf51W1QZUD4QgVKeq8pQ2kxltIB/view,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,8212,"Trust is a relationship, not a transaction",Square,missing_artifact,Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png,4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,"Trust is a relationship, not a transaction",Square,remaining links preserved,1
rpm-0063,https://drive.google.com/file/d/1SlZxjuAD-pPMOaDdzGH54jaxaxqr0uVa/view,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,8779,Video is a lead gen weapon | In-house vs outsource is a real split,Landscape,missing_artifact,Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png,4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,Video is a lead gen weapon,Landscape,remaining links preserved,1
rpm-0064,https://drive.google.com/file/d/1TFfjTu1Fjw15iGrEwT1ltPoIM0CM1H9J/view?usp=sharing,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,2498,"Meet Ava, Marketing Intern",Square | Landscape,missing_artifact,Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png,4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,"Meet Ava, Marketing Intern",Square,no public link available,1
rpm-0065,https://drive.google.com/file/d/1tfWbg4eWy4AiNVHyxxfff4tTagRlQK_z/view?usp=sharing,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,3046,Growth hacking campaigns that move the needle | Infuse your brand with purpose,Landscape,missing_artifact,Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif,7e12e68e3b070870ba4d9300f2bd5220b909eacf9131237c3f41ffc00c9fbd46,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,Growth hacking campaigns that move the needle | Growth hacks that level up your business,Landscape,no public link available,2
rpm-0066,https://drive.google.com/file/d/1tWaBnkuCLZJD0CQAARLSFKK3bUQscoBx/view?usp=sharing,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,2469,"Meet Femke, Marketing Intern",Square | Landscape,missing_artifact,Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png,4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,"Meet Femke, Marketing Intern",Square,no public link available,1
rpm-0067,https://drive.google.com/file/d/1UFB98ktq5V8adTOwNXevyRm88mxKhUqf/view,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,8331,Online ad spend is eating the pie | Email marketing ROI is huge,Landscape,missing_artifact,Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png,4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,Online ad spend is eating the pie,Landscape,remaining links preserved,1
rpm-0068,https://drive.google.com/file/d/1UqqK6QTAecJgRCfx5S39Lgbg1_TpI90N/view?usp=sharing,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,2324,"Meet Raluca, Graphic Design Intern",Vertical,missing_artifact,Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png,4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,"Meet Raluca, Graphic Design Intern",Vertical,no public link available,1
rpm-0069,https://drive.google.com/file/d/1vv7NQSGPtRvGi_-oTsOAsVkXrLJXwdtF/view,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,8555,Twitter keeps growing | Instagram kept growing in Western Europe,Landscape,missing_artifact,Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif,7e12e68e3b070870ba4d9300f2bd5220b909eacf9131237c3f41ffc00c9fbd46,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,Twitter keeps growing,Landscape,remaining links preserved,1
rpm-0070,https://drive.google.com/file/d/1WjryV-Wg7gaP2u_657tMdUsI22PQS_Q9/view,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,4117,Sustainable Marketing: Customer-Value Marketing,Landscape,missing_artifact,Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png,4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,Sustainable Marketing: Customer-Value Marketing,Landscape | Square | Vertical,remaining links preserved,1
rpm-0071,https://drive.google.com/file/d/1YAHVK_fK7X20wC-azSXMyZCS0_LDD8ZJ/view,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,9362,Micro-influencers can outperform big names,Square,missing_artifact,Ref Docs/Work/Public Speaking/Images/Staff/square-collage.jpg,27ed996fdda1b2c944ba749e93852e39d03325feb1fac478e5bc55bdcb9210df,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,Micro-influencers can outperform big names,Square,remaining links preserved,1
rpm-0072,https://drive.google.com/file/d/1YcdTsjCQRuI-teKElmCYv0L1RKMvqDp7/view,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,8651,Marketing automation budgets are climbing | Bad service loses customers fast,Landscape,missing_artifact,Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png,4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,Marketing automation budgets are climbing,Landscape,remaining links preserved,1
rpm-0073,https://drive.google.com/file/d/1ypzzbi8ZyFcQxp9Bi7NT7cJS8TStZWZc/view?usp=sharing,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,2490,"Meet Ava, Marketing Intern | Meet Femke, Marketing Intern",Landscape,missing_artifact,Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png,4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,"Meet Ava, Marketing Intern",Landscape,no public link available,1
rpm-0074,https://drive.google.com/file/d/1Yxr3tTQdP93FeyG6xxqlFYzpjiXP3fMc/view?usp=sharing,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,2353,"Meet Felix, Web Developer Intern",Square,missing_artifact,Ref Docs/Work/Public Speaking/Images/Staff/square-collage.jpg,27ed996fdda1b2c944ba749e93852e39d03325feb1fac478e5bc55bdcb9210df,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,"Meet Felix, Web Developer Intern",Square,no public link available,1
rpm-0075,https://drive.google.com/file/d/1yzO1EpKl0NG-9fyeFT2bQvr4oCecoobz/view,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,8299,Email marketing ROI is huge | Know your audience by platform,Landscape,missing_artifact,Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png,4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,Email marketing ROI is huge,Landscape,remaining links preserved,1
rpm-0076,https://drive.google.com/file/d/1Z3A8dCycsEFhXVKNpY-1MQtuxdSisX-S/view,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,8531,Instagram kept growing in Western Europe,Square,missing_artifact,Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif,7e12e68e3b070870ba4d9300f2bd5220b909eacf9131237c3f41ffc00c9fbd46,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,Instagram kept growing in Western Europe,Square,remaining links preserved,1
rpm-0077,https://drive.google.com/file/d/1zS5NPw5sH91MqB5S7T8_FmJWG_alujRv/view?usp=sharing,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,2550,Meet the Team: Giacomo Piccinini | Meet the Team: Taylor Ryan,Landscape,missing_artifact,Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png,4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,Meet the Team: Giacomo Piccinini,Landscape,remaining links preserved,1
rpm-0078,https://drive.google.com/file/d/1ZTaXpAuombxO2XPTp5VUTNxDKoGzcxDl/view,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,8403,Visuals matter (a lot),Square,missing_artifact,Ref Docs/Work/Public Speaking/Images/Staff/square-collage.jpg,27ed996fdda1b2c944ba749e93852e39d03325feb1fac478e5bc55bdcb9210df,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,Visuals matter (a lot),Square,remaining links preserved,1
rpm-0079,https://drive.google.com/file/d/1ZZhe__MmhUEdEtNg2DAdvfkxAAgxRcc1/view,google-drive,404,HTTP missing response.,assets/js/some_work_data.js,8683,"Reduce friction, win better deals | Marketing automation budgets are climbing",Landscape,missing_artifact,Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png,4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962,No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.,"Reduce friction, win better deals",Landscape,remaining links preserved,1
rpm-0080,https://docs.google.com/spreadsheets/d/1pV3K-KvATaj4qWdytYDc81T0mD_1boFiVy3SYueDCng/edit?usp=drive_link,google-sheet,410,HTTP missing response.,assets/js/marketing_full_data.js,4339,Logo Enrichment Resources [Sheet] | Clients - Ocean [Sheet],text-url,matched_artifact,Ref Docs/Work/Marketing/Case Study Creation/Case Study Creation Resources.xlsx,75bc47a920f98f220f2f599c181e7fdb9a8b4d30eea1a5c57b49c9346781487d,Use the local artifact as the replacement source after manual approval.,Logo Enrichment Resources [Sheet],Open Resource,dead action hidden; card and offline record preserved,1
