resource_id,family,project_title,resource_label,google_type,public_state,url_status,http_status,recommended_public_action,preservation_action,offline_match_status,offline_best_path,offline_best_role,offline_best_score,offline_best_ext,offline_best_size_bytes,offline_best_sha256,local_source_paths,context_source_file,primary_source,source_line,fields,url,final_url,google_file_id,future_sync_action,offline_candidate_paths,notes
"rpm-0172","Quests","Ducat Quanta Quickstart","text-url","google-doc","not_public_auth_required","auth_required","401","re-share from an accessible account, replace, or hide","preserve source index; recover/export actual artifact","source_index_only","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","source_index_candidate","75",".csv","28332","3808f64c0d2ef7a1d955659edd4e726ba0f4cbb03262d585a7abdc0f11e38668","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","","assets/js/quests_data.js","","links.quest_doc | text-url","https://docs.google.com/document/d/1bVYxM89cAppQ0QKYlSavRl8t7myB3phQumAx8VGnUs8/","https://docs.google.com/document/d/1bVYxM89cAppQ0QKYlSavRl8t7myB3phQumAx8VGnUs8/export?format=txt","1bVYxM89cAppQ0QKYlSavRl8t7myB3phQumAx8VGnUs8","The local file preserves the row/source list, not necessarily the artifact content; recover or recreate before deleting.","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv (75, source_index_candidate) | Ref Docs/Work/Quests/Overview and Summary/V1Overview & Summary - Quest Portfolio (2).docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Enrichment Resources/Prompt- Quest Project Research.docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Prompt - Quest Prompt.docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Template - Quest Template.docx (24, artifact_candidate)","Local source/index file exists, but the actual artifact still needs recovery or export."
"rpm-0173","Quests","Nodes Garden x Dria | Discover Nodes Garden | Nodes Garden x Dria","text-url","google-doc","not_public_auth_required","auth_required","401","re-share from an accessible account, replace, or hide","preserve source index; recover/export actual artifact","source_index_only","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","source_index_candidate","76",".csv","28332","3808f64c0d2ef7a1d955659edd4e726ba0f4cbb03262d585a7abdc0f11e38668","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","","assets/js/quests_data.js","","links.quest_doc | text-url","https://docs.google.com/document/d/1c1TGwV62l-wJagMlR6XU4gBJmasHQEHRexv6eCYP9U8/","https://docs.google.com/document/d/1c1TGwV62l-wJagMlR6XU4gBJmasHQEHRexv6eCYP9U8/export?format=txt","1c1TGwV62l-wJagMlR6XU4gBJmasHQEHRexv6eCYP9U8","The local file preserves the row/source list, not necessarily the artifact content; recover or recreate before deleting.","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv (76, source_index_candidate) | Ref Docs/Work/Quests/Overview and Summary/V1Overview & Summary - Quest Portfolio (2).docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Enrichment Resources/Prompt- Quest Project Research.docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Prompt - Quest Prompt.docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Template - Quest Template.docx (25, artifact_candidate)","Local source/index file exists, but the actual artifact still needs recovery or export."
"rpm-0174","Quests","Cables Finance – RWA Meets DeFi","text-url","google-doc","not_public_auth_required","auth_required","401","re-share from an accessible account, replace, or hide","preserve source index; recover/export actual artifact","source_index_only","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","source_index_candidate","75",".csv","28332","3808f64c0d2ef7a1d955659edd4e726ba0f4cbb03262d585a7abdc0f11e38668","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","","assets/js/quests_data.js","","links.quest_doc | text-url","https://docs.google.com/document/d/1cPcb5W1Lr94mBjbkqAANpPpmKDK2pqjFpdyADP4Mu80","https://docs.google.com/document/d/1cPcb5W1Lr94mBjbkqAANpPpmKDK2pqjFpdyADP4Mu80/export?format=txt","1cPcb5W1Lr94mBjbkqAANpPpmKDK2pqjFpdyADP4Mu80","The local file preserves the row/source list, not necessarily the artifact content; recover or recreate before deleting.","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv (75, source_index_candidate) | Ref Docs/Work/Quests/Overview and Summary/V1Overview & Summary - Quest Portfolio (2).docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Enrichment Resources/Prompt- Quest Project Research.docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Prompt - Quest Prompt.docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Template - Quest Template.docx (24, artifact_candidate)","Local source/index file exists, but the actual artifact still needs recovery or export."
"rpm-0175","Quests","Nexchain: AI-Powered Blockchain Airdrop","text-url","google-doc","not_public_auth_required","auth_required","401","re-share from an accessible account, replace, or hide","preserve source index; recover/export actual artifact","source_index_only","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","source_index_candidate","76",".csv","28332","3808f64c0d2ef7a1d955659edd4e726ba0f4cbb03262d585a7abdc0f11e38668","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","","assets/js/quests_data.js","","links.quest_doc | text-url","https://docs.google.com/document/d/1CqNqraq2ZRaRFM9Gb875mFQ9u6HLwOktjWXL9VQQjA0/edit?tab=t.0","https://docs.google.com/document/d/1CqNqraq2ZRaRFM9Gb875mFQ9u6HLwOktjWXL9VQQjA0/export?format=txt","1CqNqraq2ZRaRFM9Gb875mFQ9u6HLwOktjWXL9VQQjA0","The local file preserves the row/source list, not necessarily the artifact content; recover or recreate before deleting.","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv (76, source_index_candidate) | Ref Docs/Work/Quests/Overview and Summary/V1Overview & Summary - Quest Portfolio (2).docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Enrichment Resources/Prompt- Quest Project Research.docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Prompt - Quest Prompt.docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Template - Quest Template.docx (24, artifact_candidate)","Local source/index file exists, but the actual artifact still needs recovery or export."
"rpm-0176","Quests","Haiku 2 – Agent Trade","text-url","google-doc","not_public_auth_required","auth_required","401","re-share from an accessible account, replace, or hide","preserve source index; recover/export actual artifact","source_index_only","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","source_index_candidate","76",".csv","28332","3808f64c0d2ef7a1d955659edd4e726ba0f4cbb03262d585a7abdc0f11e38668","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","","assets/js/quests_data.js","","links.quest_doc | text-url","https://docs.google.com/document/d/1gAyqZZD3kgretJ74M8HXV7OJW_hxUB2IARLqG5p2b0s/","https://docs.google.com/document/d/1gAyqZZD3kgretJ74M8HXV7OJW_hxUB2IARLqG5p2b0s/export?format=txt","1gAyqZZD3kgretJ74M8HXV7OJW_hxUB2IARLqG5p2b0s","The local file preserves the row/source list, not necessarily the artifact content; recover or recreate before deleting.","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv (76, source_index_candidate) | Ref Docs/Work/Quests/Overview and Summary/V1Overview & Summary - Quest Portfolio (2).docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Enrichment Resources/Prompt- Quest Project Research.docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Prompt - Quest Prompt.docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Template - Quest Template.docx (24, artifact_candidate)","Local source/index file exists, but the actual artifact still needs recovery or export."
"rpm-0177","Quests","Ducat Part 2 – Mutinynet Testnet Faucet","text-url","google-doc","not_public_auth_required","auth_required","401","re-share from an accessible account, replace, or hide","preserve source index; recover/export actual artifact","source_index_only","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","source_index_candidate","75",".csv","28332","3808f64c0d2ef7a1d955659edd4e726ba0f4cbb03262d585a7abdc0f11e38668","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","","assets/js/quests_data.js","","links.quest_doc | text-url","https://docs.google.com/document/d/1gLl4SCct1Lv8zHhdfbyAJuZEL-xEOPmX6Vn5ITJH7Ks/","https://docs.google.com/document/d/1gLl4SCct1Lv8zHhdfbyAJuZEL-xEOPmX6Vn5ITJH7Ks/export?format=txt","1gLl4SCct1Lv8zHhdfbyAJuZEL-xEOPmX6Vn5ITJH7Ks","The local file preserves the row/source list, not necessarily the artifact content; recover or recreate before deleting.","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv (75, source_index_candidate) | Ref Docs/Work/Quests/Overview and Summary/V1Overview & Summary - Quest Portfolio (2).docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Enrichment Resources/Prompt- Quest Project Research.docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Prompt - Quest Prompt.docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Template - Quest Template.docx (24, artifact_candidate)","Local source/index file exists, but the actual artifact still needs recovery or export."
"rpm-0178","Quests","MetEngine Dynamic Solana Pools","text-url","google-doc","not_public_auth_required","auth_required","401","re-share from an accessible account, replace, or hide","preserve source index; recover/export actual artifact","source_index_only","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","source_index_candidate","76",".csv","28332","3808f64c0d2ef7a1d955659edd4e726ba0f4cbb03262d585a7abdc0f11e38668","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","","assets/js/quests_data.js","","links.quest_doc | text-url","https://docs.google.com/document/d/1hkl3vSY6qrF3nk4sVw5CcZgKxX_WYJi7-nZ04A9Yw2Q/","https://docs.google.com/document/d/1hkl3vSY6qrF3nk4sVw5CcZgKxX_WYJi7-nZ04A9Yw2Q/export?format=txt","1hkl3vSY6qrF3nk4sVw5CcZgKxX_WYJi7-nZ04A9Yw2Q","The local file preserves the row/source list, not necessarily the artifact content; recover or recreate before deleting.","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv (76, source_index_candidate) | Ref Docs/Work/Quests/Overview and Summary/V1Overview & Summary - Quest Portfolio (2).docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Enrichment Resources/Prompt- Quest Project Research.docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Prompt - Quest Prompt.docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Template - Quest Template.docx (25, artifact_candidate)","Local source/index file exists, but the actual artifact still needs recovery or export."
"rpm-0179","Quests","Rho Trading Race","text-url","google-doc","not_public_auth_required","auth_required","401","re-share from an accessible account, replace, or hide","preserve source index; recover/export actual artifact","source_index_only","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","source_index_candidate","76",".csv","28332","3808f64c0d2ef7a1d955659edd4e726ba0f4cbb03262d585a7abdc0f11e38668","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","","assets/js/quests_data.js","","links.quest_doc | text-url","https://docs.google.com/document/d/1hqu_nRdP8Hh9qejSZQ2faFiz-Gg1ZBsKF7ywMeDiLbc/","https://docs.google.com/document/d/1hqu_nRdP8Hh9qejSZQ2faFiz-Gg1ZBsKF7ywMeDiLbc/export?format=txt","1hqu_nRdP8Hh9qejSZQ2faFiz-Gg1ZBsKF7ywMeDiLbc","The local file preserves the row/source list, not necessarily the artifact content; recover or recreate before deleting.","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv (76, source_index_candidate) | Ref Docs/Work/Quests/Overview and Summary/V1Overview & Summary - Quest Portfolio (2).docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Enrichment Resources/Prompt- Quest Project Research.docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Prompt - Quest Prompt.docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Template - Quest Template.docx (25, artifact_candidate)","Local source/index file exists, but the actual artifact still needs recovery or export."
"rpm-0180","Quests","MindShare – Your Influence","text-url","google-doc","not_public_auth_required","auth_required","401","re-share from an accessible account, replace, or hide","preserve source index; recover/export actual artifact","source_index_only","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","source_index_candidate","76",".csv","28332","3808f64c0d2ef7a1d955659edd4e726ba0f4cbb03262d585a7abdc0f11e38668","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","","assets/js/quests_data.js","","links.quest_doc | text-url","https://docs.google.com/document/d/1JOdgOnp2_ILvf0Hls5rSoar54v6suPZ3p0rIp9IhtpI/edit?tab=t.0","https://docs.google.com/document/d/1JOdgOnp2_ILvf0Hls5rSoar54v6suPZ3p0rIp9IhtpI/export?format=txt","1JOdgOnp2_ILvf0Hls5rSoar54v6suPZ3p0rIp9IhtpI","The local file preserves the row/source list, not necessarily the artifact content; recover or recreate before deleting.","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv (76, source_index_candidate) | Ref Docs/Work/Quests/Overview and Summary/V1Overview & Summary - Quest Portfolio (2).docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Enrichment Resources/Prompt- Quest Project Research.docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Prompt - Quest Prompt.docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Template - Quest Template.docx (24, artifact_candidate)","Local source/index file exists, but the actual artifact still needs recovery or export."
"rpm-0181","Quests","Gorillionaire – Trade on Real Sentiment","text-url","google-doc","not_public_auth_required","auth_required","401","re-share from an accessible account, replace, or hide","preserve source index; recover/export actual artifact","source_index_only","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","source_index_candidate","75",".csv","28332","3808f64c0d2ef7a1d955659edd4e726ba0f4cbb03262d585a7abdc0f11e38668","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","","assets/js/quests_data.js","","links.quest_doc | text-url","https://docs.google.com/document/d/1Kjun2lthBBTCY5BpJWM5ZKR7DqAZBOqrxgm6Br1imeo/","https://docs.google.com/document/d/1Kjun2lthBBTCY5BpJWM5ZKR7DqAZBOqrxgm6Br1imeo/export?format=txt","1Kjun2lthBBTCY5BpJWM5ZKR7DqAZBOqrxgm6Br1imeo","The local file preserves the row/source list, not necessarily the artifact content; recover or recreate before deleting.","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv (75, source_index_candidate) | Ref Docs/Work/Quests/Overview and Summary/V1Overview & Summary - Quest Portfolio (2).docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Enrichment Resources/Prompt- Quest Project Research.docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Prompt - Quest Prompt.docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Template - Quest Template.docx (24, artifact_candidate)","Local source/index file exists, but the actual artifact still needs recovery or export."
"rpm-0182","Quests","Own Your AI Agent on WAYE.ai","text-url","google-doc","not_public_auth_required","auth_required","401","re-share from an accessible account, replace, or hide","preserve source index; recover/export actual artifact","source_index_only","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","source_index_candidate","76",".csv","28332","3808f64c0d2ef7a1d955659edd4e726ba0f4cbb03262d585a7abdc0f11e38668","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","","assets/js/quests_data.js","","links.quest_doc | text-url","https://docs.google.com/document/d/1LK_h0h5b_xMQk22WRBLIUTWUXe32HIkfvuQSctmE4MI/","https://docs.google.com/document/d/1LK_h0h5b_xMQk22WRBLIUTWUXe32HIkfvuQSctmE4MI/export?format=txt","1LK_h0h5b_xMQk22WRBLIUTWUXe32HIkfvuQSctmE4MI","The local file preserves the row/source list, not necessarily the artifact content; recover or recreate before deleting.","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv (76, source_index_candidate) | Ref Docs/Work/Quests/Overview and Summary/V1Overview & Summary - Quest Portfolio (2).docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Enrichment Resources/Prompt- Quest Project Research.docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Prompt - Quest Prompt.docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Template - Quest Template.docx (24, artifact_candidate)","Local source/index file exists, but the actual artifact still needs recovery or export."
"rpm-0183","Quests","Fluence – The Pointless Program","text-url","google-doc","not_public_auth_required","auth_required","401","re-share from an accessible account, replace, or hide","preserve source index; recover/export actual artifact","source_index_only","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","source_index_candidate","76",".csv","28332","3808f64c0d2ef7a1d955659edd4e726ba0f4cbb03262d585a7abdc0f11e38668","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","","assets/js/quests_data.js","","links.quest_doc | text-url","https://docs.google.com/document/d/1mpNR3bGTNI3i3vEOm6JpN2kwU_I8Kyxke2ETG6RbHuM/","https://docs.google.com/document/d/1mpNR3bGTNI3i3vEOm6JpN2kwU_I8Kyxke2ETG6RbHuM/export?format=txt","1mpNR3bGTNI3i3vEOm6JpN2kwU_I8Kyxke2ETG6RbHuM","The local file preserves the row/source list, not necessarily the artifact content; recover or recreate before deleting.","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv (76, source_index_candidate) | Ref Docs/Work/Quests/Overview and Summary/V1Overview & Summary - Quest Portfolio (2).docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Enrichment Resources/Prompt- Quest Project Research.docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Prompt - Quest Prompt.docx (24, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Template - Quest Template.docx (24, artifact_candidate)","Local source/index file exists, but the actual artifact still needs recovery or export."
"rpm-0184","Quests","Discover Zeebu Pulseboard","text-url","google-doc","not_public_auth_required","auth_required","401","re-share from an accessible account, replace, or hide","preserve source index; recover/export actual artifact","source_index_only","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","source_index_candidate","76",".csv","28332","3808f64c0d2ef7a1d955659edd4e726ba0f4cbb03262d585a7abdc0f11e38668","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","","assets/js/quests_data.js","","links.quest_doc | text-url","https://docs.google.com/document/d/1NMqubDiAJ_MtYJTMHpzDyTDiTIbmNAlZSqEX1zcoKqQ/","https://docs.google.com/document/d/1NMqubDiAJ_MtYJTMHpzDyTDiTIbmNAlZSqEX1zcoKqQ/export?format=txt","1NMqubDiAJ_MtYJTMHpzDyTDiTIbmNAlZSqEX1zcoKqQ","The local file preserves the row/source list, not necessarily the artifact content; recover or recreate before deleting.","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv (76, source_index_candidate) | Ref Docs/Work/Quests/Overview and Summary/V1Overview & Summary - Quest Portfolio (2).docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Enrichment Resources/Prompt- Quest Project Research.docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Prompt - Quest Prompt.docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Template - Quest Template.docx (25, artifact_candidate)","Local source/index file exists, but the actual artifact still needs recovery or export."
"rpm-0185","Quests","NEAR Mobile Wallet Launch","text-url","google-doc","not_public_auth_required","auth_required","401","re-share from an accessible account, replace, or hide","preserve source index; recover/export actual artifact","source_index_only","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","source_index_candidate","76",".csv","28332","3808f64c0d2ef7a1d955659edd4e726ba0f4cbb03262d585a7abdc0f11e38668","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","","assets/js/quests_data.js","","links.quest_doc | text-url","https://docs.google.com/document/d/1NzNwprf49mMbGvXwuary6fXgGa1_9duhBgKUU1TMWz8/","https://docs.google.com/document/d/1NzNwprf49mMbGvXwuary6fXgGa1_9duhBgKUU1TMWz8/export?format=txt","1NzNwprf49mMbGvXwuary6fXgGa1_9duhBgKUU1TMWz8","The local file preserves the row/source list, not necessarily the artifact content; recover or recreate before deleting.","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv (76, source_index_candidate) | Ref Docs/Work/Quests/Overview and Summary/V1Overview & Summary - Quest Portfolio (2).docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Enrichment Resources/Prompt- Quest Project Research.docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Prompt - Quest Prompt.docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Template - Quest Template.docx (25, artifact_candidate)","Local source/index file exists, but the actual artifact still needs recovery or export."
"rpm-0186","Quests","Membit – Live AI Context Layer","text-url","google-doc","not_public_auth_required","auth_required","401","re-share from an accessible account, replace, or hide","preserve source index; recover/export actual artifact","source_index_only","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","source_index_candidate","76",".csv","28332","3808f64c0d2ef7a1d955659edd4e726ba0f4cbb03262d585a7abdc0f11e38668","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","","assets/js/quests_data.js","","links.quest_doc | text-url","https://docs.google.com/document/d/1o6rO1vNPGjuMr75du3n5Dnn1ZeQS5fJdnwbBouBNysY/","https://docs.google.com/document/d/1o6rO1vNPGjuMr75du3n5Dnn1ZeQS5fJdnwbBouBNysY/export?format=txt","1o6rO1vNPGjuMr75du3n5Dnn1ZeQS5fJdnwbBouBNysY","The local file preserves the row/source list, not necessarily the artifact content; recover or recreate before deleting.","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv (76, source_index_candidate) | Ref Docs/Work/Quests/Overview and Summary/V1Overview & Summary - Quest Portfolio (2).docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Enrichment Resources/Prompt- Quest Project Research.docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Prompt - Quest Prompt.docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Template - Quest Template.docx (25, artifact_candidate)","Local source/index file exists, but the actual artifact still needs recovery or export."
"rpm-0187","Quests","Bless – A Global Network Powered by Everyday Devices","text-url","google-doc","not_public_auth_required","auth_required","401","re-share from an accessible account, replace, or hide","preserve source index; recover/export actual artifact","source_index_only","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","source_index_candidate","76",".csv","28332","3808f64c0d2ef7a1d955659edd4e726ba0f4cbb03262d585a7abdc0f11e38668","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","","assets/js/quests_data.js","","links.quest_doc | text-url","https://docs.google.com/document/d/1o7e-Z9G65Ra4fooqji2UZaJjwzUh44NOv12lotsabvU/","https://docs.google.com/document/d/1o7e-Z9G65Ra4fooqji2UZaJjwzUh44NOv12lotsabvU/export?format=txt","1o7e-Z9G65Ra4fooqji2UZaJjwzUh44NOv12lotsabvU","The local file preserves the row/source list, not necessarily the artifact content; recover or recreate before deleting.","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv (76, source_index_candidate) | Ref Docs/Work/Quests/Overview and Summary/V1Overview & Summary - Quest Portfolio (2).docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Enrichment Resources/Prompt- Quest Project Research.docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Prompt - Quest Prompt.docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Template - Quest Template.docx (25, artifact_candidate)","Local source/index file exists, but the actual artifact still needs recovery or export."
"rpm-0188","Quests","Autopilot x Aerodrome","text-url","google-doc","not_public_auth_required","auth_required","401","re-share from an accessible account, replace, or hide","preserve source index; recover/export actual artifact","source_index_only","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","source_index_candidate","76",".csv","28332","3808f64c0d2ef7a1d955659edd4e726ba0f4cbb03262d585a7abdc0f11e38668","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","","assets/js/quests_data.js","","links.quest_doc | text-url","https://docs.google.com/document/d/1oFkVNROjfRWL3hhlsfjBCwI3_-dmJJ3gZ9qXcKq2fuQ/","https://docs.google.com/document/d/1oFkVNROjfRWL3hhlsfjBCwI3_-dmJJ3gZ9qXcKq2fuQ/export?format=txt","1oFkVNROjfRWL3hhlsfjBCwI3_-dmJJ3gZ9qXcKq2fuQ","The local file preserves the row/source list, not necessarily the artifact content; recover or recreate before deleting.","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv (76, source_index_candidate) | Ref Docs/Work/Quests/Overview and Summary/V1Overview & Summary - Quest Portfolio (2).docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Enrichment Resources/Prompt- Quest Project Research.docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Prompt - Quest Prompt.docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Template - Quest Template.docx (25, artifact_candidate)","Local source/index file exists, but the actual artifact still needs recovery or export."
"rpm-0189","Quests","ScribbleDAO for Creators","text-url","google-doc","not_public_auth_required","auth_required","401","re-share from an accessible account, replace, or hide","preserve source index; recover/export actual artifact","source_index_only","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","source_index_candidate","76",".csv","28332","3808f64c0d2ef7a1d955659edd4e726ba0f4cbb03262d585a7abdc0f11e38668","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv","","assets/js/quests_data.js","","links.quest_doc | text-url","https://docs.google.com/document/d/1OHtdX-3M9E7AMnUhO7LBTMN_dEeKAAoxFM9CaWB_2P8/","https://docs.google.com/document/d/1OHtdX-3M9E7AMnUhO7LBTMN_dEeKAAoxFM9CaWB_2P8/export?format=txt","1OHtdX-3M9E7AMnUhO7LBTMN_dEeKAAoxFM9CaWB_2P8","The local file preserves the row/source list, not necessarily the artifact content; recover or recreate before deleting.","Ref Docs/Work/Quests/Quests - Taylor Portfolio - Sheet1.csv (76, source_index_candidate) | Ref Docs/Work/Quests/Overview and Summary/V1Overview & Summary - Quest Portfolio (2).docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Enrichment Resources/Prompt- Quest Project Research.docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Prompt - Quest Prompt.docx (25, artifact_candidate) | Ref Docs/Work/Quests/Quest Resources/Quest Building/Template - Quest Template.docx (25, artifact_candidate)","Local source/index file exists, but the actual artifact still needs recovery or export."
